ProductId,Score,Summary,Text,Time,HelpfulnessNumerator,HelpfulnessDenominator
B000TVFV4A,5,Nosh that grief away,"I tend not to get too caught up in the hype around celebrity deaths.  Tim Russert's death was big news.  That's a special perk of being part of the machinery that decides for the rest of us what is and what isn't news.  But it was also a story because he really does seem genuinely well liked.<br /><br />I liked the guy.  I didn't know him but I saw him once riding the T in Brookline.  He was talking on the cell phone and had that big friendly smile that people found so disarming.  Seemed like a good guy.  This idea that he asked the tough questions bothers me though.  Maybe he did ask tougher questions than your average news man, but nobody has been tough enough on these brazen gonifs that currently run the country.  They couldn't get away with half of what they do if the news media wasn't at least passively complicit.<br /><br />But I like Tim Russert.  He went from Buffalo to the East Coast, a trajectory I know, and I recognize that temperament he portrayed.  East Coast keenness softened by that charming Midwest salt-of-the-Earth spirit.  And, though I sometimes resent the narcissism of baby-boomers working out their father issues in the public, Tim Russert's devotion to his working class dad appears to come from a place of such wholesomeness and decency that it is hard to be critical.<br /><br />Buffalo is an underrated city, by the way.  Like many an unsung medium-sized city, you have to know where to look, but it has its own kind of hipness.  Buffalo wings really do come from Buffalo, in much the same way that french-fries really don't come from France.  Frank's hot sauce is the real deal, the original formula, and you can get it anywhere.  I can stake my entire fictional on-line reputation on this because I have high level informants in Buffalo who tell me this is true.  Frank and Teresa's hot sauce, in 1964, at the Anchor Bar in Buffalo, New York, was the secret ingredient for the first wings.  Yep.  The same one, right there on North and Main by the General Hospital.  They also make a jambalaya with Frank's hot sauce and kielbasa.<br /><br />Good sauce.  Hot enough to spice things up but not to the point where the heat masks the flavor.  You can use it for wings or you can splash it on your eggs in the morning.  Know what I did the other day?  I was at the bottom of the bag of chips, where you get just those tiny fragments and the greasy pulverized chip residue.  I poured everything into a bowl, covered it in blue cheese particles and threw in some Frank's hot sauce.  Microwaved it and ate it with a spoon.  Really uncouth, I'm glad nobody saw it.  But, seriously, not bad.",1214265600,12,12
B001QEAUZO,5,Aboslutely wonderful for my pitbull,"I ordered this after reading a ton of awesome reviews and in hopes that it may hope with my dog, Kitty, a 65 pound, 2 year-old pit bull's recent issues with her skin. It turns out that her problem was in fact due to corn and other fillers used in lesser quality dog foods (in this case, Purina One). Overall, this product alone made it completely worth the cost to subscribe to Amazon Prime for the extremely fast and cheap shipping, so for less money (as Kitty now requires less food, since she's more full from eating less of the higher quality food and we make sure to only feed her what the vet recommends,) I no longer have to drive to the store and pick up a 40 pound bag of dog food and load it into the back of one of my GTIs. So far, Kitty's been gaining weight and muscle at a pretty decent rate, in my opinion. (Over the past 2 months, she's gone from approximately 59 pounds to 67.5 pounds currently, and is quite fit and happy.) All this, is of course in addition to daily exercise, walks, et cetera, but her temperament lately has also been much better. On the lesser quality dog chow, she used to mope around the house every few days, but lately, she's been very happy, energetic and outgoing. She seems to be much less easily stressed out, which is great for her, as she tend to be a bit anxious, although an absolute sweetheart.<br /><br />Bottom Line: I could not recommend this or any other Canidae Dog Food product highly enough. By word of mouth at work alone, I've converted over ten people since switching at the beginning of the year (2011).",1303603200,3,3
B004A9VWC2,4,"LOVE the product, deducting one star for the high price","I cannot tell you how much i adore dried fruits, and mango slices are my absolute favorite. However, moving to the US from Ireland (where dried fruit is just that - naturally sweet and delicious) i found i was bitterly disappointed to discover that most of the widely available dried fruit here is heavily sugared and, in my opinion, completely ruined.<br /><br />I finally found these guys and they're a regular purchase for me at stores, but they are vastly over-priced here on Amazon. They've been hiked up to an excessive amount similar to the ridiculous pricing of such quality dried fruits in health food/vegan stores that aren't Trader Joe's, ie. aren't good for your tummy AND your wallet.<br /><br />It's sad that you can buy a near poisonous meal for a family for $10 at a 7eleven or Tedeschi, but the same amount of money at a health store or co-op like Harvest (my local grocery here in Boston) will barely get you a container of dried fruit or 3 decent bell peppers. How are people supposed to change their lifestyles and improve their health for themselves and their children if the good stuff isn't affordable and the ramen and pop tarts are .45cents? It sends the wrong message and is the absolute propagation of disease and obesity. We need more places who share the values and philosophy of Trader Joe's - customers first, accessible, unpretentious, understandable health education, feel-good food at a feel-good price. Thank you Trader Joe's!<br /><br />Rant over :)",1306886400,12,14
B000ET27EO,3,Just another ramen noodle soup,"I'd read some reviews of other Mama Brand soups so was expecting something much better than average.  I found these to be little more than the typical ramem noodle soups on grocery store shelves but at a premium price.<br /><br />Inside the package, in addition to the noodles, are 3 packets instead of the usual one.  These consisted of a packet of powder, a packet of a paste, and a packet of sesame seeds.  Instead of preparing the soup in a large pot or bowl, the soup is prepared in your soup bowl.  The directions were not specific about when to add the packets so I put in the noodles, the powdered flavor mix and poured in 1 1/4 cups of boiling water.  The bowl was then covered for about 4 minutes before adding the paste and sesame seeds.  The results were a hot sour ramen soup.<br /><br />While the flavor was not something typically found on a store shelf it was good but not particularly outstanding.  The sesame seeds were a nice touch but I add sesame seeds to almost every ramen soup I make.  The reasons for my 3-star rating are that it did not meet my expectations of being something special, and, for the premium price.<br /><br />Would I buy it again?  Not at this price point.  If priced closer to the typical ramen soups, yes I would.",1327622400,0,0
B008MNDQPI,5,Great to have in any kitchen,It's a staple in many Asian recipes but here's a tip... add a teaspoon to any instant noodle and it will bring the broth to life! It was a stalwart companion during my years of living in the dorm room.,1234396800,15,15
B000PDLBBO,5,It's god,"These were purchased, not only for myself, but also for my son away in college. He absolutely loves it. After he got his friends hooked on it, they decided to call it 'god'. It is very spicy and very good. The price here is very reasonable. I also sent them to Iraq and Afghanistan for our soldiers, they wrote me said this is the gourmet ramen. If you prefer not so spicy, you could scale back what you put in from the spice pack. You could also get fancy by adding vegetables(fresh or frozen)/mushrooms, meat/shrimp.",1202428800,7,7
B000PDLBBO,5,Great ramen noodles,"Great product.  Comes with noodles, spice packet, and vegetable packet.  These noodles are spicy as other reviewers have mentioned.  You can decrease the hotness by only adding a little of the spice packet.  I didn't care for the vegetable packet, but that is a personal choice.  These cook up nicely in the microwave in about 3 minutes, comparable to other store bought ramen noodles. ENJOY! :)",1199145600,6,6
B000PDLBBO,5,Yummy!!!,"I took a chance based upon the reviews here.  I had never tried this before or even heard of it before checking out the Amazon grocery deals.  Figured, how bad could ramen be, right?  Well, was I ever pleasantly surprised!<br /><br />First, each package is larger than the normal pack that one would buy at a traditional supermarket. Hint: it is supposed to be for two people.  Yeah, well, I don't share well.  LOL  Secondly, the spice packet is spicier than any other I have tried and boy is it hot and very tasty!!!  As others have mentioned do NOT put the whole packet in at once if you are just having this as noodles (not in soup).  Add some, taste, mix, add some more, until you find the taste which is right for YOU.<br /><br />Be creative!  Add some veggies or stir in an egg when it is cooking.  There are so many things you can do with this and not just eat plain noodles!  If you only use a little of the spice packet then save it to use when cooking other things like chicken or such.  Have fun in the kitchen!!!!<br /><br />By the way, I just ordered these in December '08 and noticed that the exp date is July '09.  That is fine for me as I intend to use it in the next 6-7 months but just a heads up for anyone else out there.",1230854400,2,2
B000PDLBBO,4,Great Quick Fix,"I am a big fan of this product. The noodles taste great and are wonderfully spicy. As suggested by the title, this provides a great quick and easy meal. The taste is SO much better than american ramen. If you eat american ramen, I totally recommend that you try this brand. It will change your ramen worldview, truly. With that said, I would not eat this ramen everyday. It is quite unhealthy with high calories, high sodium, and yes, MSG. But as an occasional treat, this is perfect.",1215129600,2,2
B000PDLBBO,5,korean soup  kimchi w/ ramen noodles,"these ramen noodles make a great korean soup. but..........kick it up<br />boil water add sauce packet and 2 - 3 Tbs. kimchi<br />add noodles and break apart w/ chop sticks or fork<br />add egg, do not stir, when white sets, break yoke and stir it in<br />add some green onion, stir, cook 15 seconds.<br />serve and garnish w/ green onion<br /><br />enjoy:)",1217980800,1,1
B000PDLBBO,5,Delicious stuff,This is the best ramen I've ever had. Great if you like spicy foods. Amazon's price is wonderful too. I used to pay $1.50 a pack at HEB for this stuff.,1212364800,1,1
B000PDLBBO,5,My favorite noodle!,"Love this ramen since i was little. It's by far the spiciest instant noodle I ever eaten. I like spicy food, so this is actually not too spicy for me :). It's really tasty, the chewiness of the noodle is just right. Love it! Recommended!",1212105600,1,1
B000PDLBBO,5,Simply the Best,"This is simply the best spicy ramen out there. A great kimchi-style flavor that will make you want more even when you're already full. Unlike most ramen brands that incorrectly call themselves ""spicy,"" this one actually does have a little kick to it, though it's not that intense if you are a spicy food aficionado. And ABSOLUTELY DO PUT THE ENTIRE SPICE PACKAGE IN!!! If that's too much spice for you, you have no business eating this in the first place. Go buy a fake ""oriental flavor"" ramen and eat that instead.<br /><br />I suggest adding some cabbage, bean sprouts, a couple of slices of pork, and an egg. If you have some kimchi (and everybody should have a jar of it), put a few pieces in instead of the cabbage. To make it even better, add just a little bit of sesame oil.<br /><br />Buy a case and hide it from the family, or it will be gone quickly.",1229212800,0,0
B000PDLBBO,2,Watch Out for Expiration Date!!,"I recently purchased this item since these are my husband's all time favorite ramen noodles. Unfortunately, these noodles arrived with an expiration date of early February 2009. So now my husband has to eat 40 packages of ramen in the next 5 months, which averages out to 8 a month. My husband loves junk food as much as the next guy, but even he would not consume this much ramen in such a short time! If I had known that these were going to expire so soon, I would have never bought them. This is not the first grocery item I've bought from Amazon that has a close expiration date. In summary, don't buy this product unless you want to eat a lot of noodles in a short period of time...",1220832000,4,10
B0025UOMY8,5,Yummy noodles,"These delicious noodle packs are only .89 cents a piece at my local grocery store. I can't stand Maruchan Ramen but I freaking love these! There's no broth like with you get with the soupy Ramen. It's turns into a sort of thick sauce after sitting for a minute which sounds gross, but trust me, it's truly the awesomesauce. It's got chunks of rehydrated veggies that are surprisingly tasty. I suggest the Spicy Vegetable, Roast Chicken and Cheddar Cheese varieties. If you're looking for filling lunch that's incredibly cheap and quite flavorful, you can't get much better than these delightful noodle packs.",1306368000,3,3
B0025UOMY8,1,Disappointing,"I hadn't eaten ""instant noodles"" in years and the TV commercials were enticing. Too enticing.  Some nutrition data would sure be useful on the Amazon screen.  Half the package is 250 calories so if you eat the whole thing you're in Big Mac territory.  The sodium content is off the chart for most of us and is the dominant flavor. It requires two flavor packet additions at different times during preparation. The final product just doesn't taste very good. After preparing one package I ditched the rest in the trash.  If possible, buy one at a time at the supermarket and find one you like before investing in a pack of 8.  And read the nutrition panel!",1335830400,1,1
B000H25VVO,4,Tasty soup,"This soup is very tasty. The broth has almost a bit of ""spicy"" taste to it. Easy to prepare, and filling. My wife and daughter like this soup as well. Sometimes I even prepare it in the morning and bring it to work for lunch in a stainless Thermos. What happens is that the Ramen noodles absorb all of the broth and you end up with flavored Ramen noodles...very tasty! The negative about this product is that it is fairly high in sodium, and the flavoring is not all natural. But for an occasional meal, why not?",1281744000,5,5
B000H25VVO,5,The fridge is empty....,"My favorite comfort and fallback food. Extremely tasty and a very long shelf life, which makes owning a case of each flavor a little easier. Do yourself a favor and serve the noodles unbroken and boiling hot. Slurping your food has a bit of a negative image in the west but trust me that's the way to eat these.<br /><br />I was initially an original and beef flavor only fan of Sapporo Ichiban but for some reason the Miso really took hold of me after eatting a few over the months. It's high in sodium so it's not a great everyday item but if you like ramen you can't go wrong with Sapporo Ichiban Miso flavor.",1314662400,1,1
B000ENUC3S,5,"The ""tastier"" fruit and nut bar","Obviously a lot of people like this bar, myself included, so I thought I'd review it a bit differently.  When I was searching for a healthier between meal afternoon snack I read a lot of reviews for a lot of products.  I wanted something with few ingredients, not ""fortified"" and with some nuts in it.  I settled on these Larabar Fruit & Nut Cherry Pie bars and the <a href=""http://www.amazon.com/gp/product/B000P504ZG"">Pure Bar Organic Wild Blueberry Living Food Bar</a>.  I love cherries and I love blueberries so they seemed like good choices.<br /><br />The stats of the bars are very similar, weight (both 1.7oz, not 1.8), calories, fat, sugars, etc.  The PURE has more protein at 6g vs 4g.  The Larabar has no sodium while the PURE has just a bit at 5mg.  The Larabar is thicker, the PURE bar is wider.  Visually the Larabar appears to have more nuts in it, which doesn't seem to jive with the protein stats.  The PURE bar has a grittier texture while chewing so maybe more of the nuts are finely ground.<br /><br />1st ingredient is dates for both followed by almonds and then cherries for the Larabar and followed by blueberries and various nuts, organic agave nectar, rice protein and lemon juice for the PURE bar.  One would think with the extra ingredients in the PURE bar they were added to tweak the flavor or give it a fresher taste, but the flavor of the Larabar is better than the PURE by a pretty good margin.  It has a much fresher and lively taste.  I have to say the PURE bar is a bit cardboardy tasting to me and has a drier mouth feel.  It is not bad, in fact my 2 youngest kids eat them readily, just not nearly as good as the Larabar.  I think the tartness of the cherries in the Larabar kick up the flavor vs the milder blueberry flavor of the PURE (maybe the lemon juice add as an attempt to kick up the PURE bar flavor and tartness?).  In fairness I should probably review the PURE Cherry Cashew bar but I much prefer almonds over cashews so don't plan on ordering any from Amazon.  If I stumble on the PURE cherry in a regular store I will give one a try thugh.  I still get both auto shipped from Amazon for variety sake, but am looking for a better tasting blueberry bar w/ basic ingredients including nuts.<br /><br />For grins here is a comparison of the Larabar, PURE, Snickers, Hershey's and Maruchan Chicken Ramen noodles in a few categories.  Stats are listed in the order I listed them in the previous sentence.<br /><br />Calories:  190, 190, 280, 210, 380<br />Total Fat:  8g, 9, 14, 13, 14  Saturated Fat:  0.5g, 1, 5, 8, 7<br />Sugars:  21g, 20, 30, 24, 0<br />Protein:  4g, 6, 4, 3, 10<br />Sodium:  0mg, 5, 140, 35, 1540 !!!",1249776000,2,2
B003OB6CBI,5,As good of a cup of instant ramen you will find,"Maruchan hits the bull's eye with this small, cheap but tasty instant lunch of ramen noodles with jalapeno cheddar flavoring. While this is no fancy, Swiss fondue treat, this is a great, warm and easy-to-make meal for a very low price. Unlike other ""Instant Lunch"" cups, the flavoring and bouillon-powder is not too strong, salty or bitter in taste. Give this a try, you might wish to stock up on these if you do.",1341878400,0,0
B000HDOPT2,4,Good but not great,"I tried the simply asia hot & sour soup for the first time today, and it was pretty good.  To be honest I found the soup to be neither hot nor sour, it was actually pretty sweet.<br /><br />So I decided to doctor it up by adding some lemon juice and some hot sauce to make it more hot and sour, and then it was a lot better. I also added some more veggies, tofu, and an organic egg to make it more hearty and filling.<br /><br />This soup is actually pretty high in fiber (8 grams) compared to regular ramen, and it's much lower in sodium (570mg).  So while the overall flavor was decent, the nutritional value of this ramen is better than most I have tried.<br /><br />Over all I think this soup was pretty enjoyable.  It's not nearly as cheap as regular ramen, but it has NO MSG, more fiber, and A LOT less sodium. It is also vegan.<br /><br />I would purchase this soup again.  To be honest, my personal favorite natural soup bowl is Annie Chun's Kimchi Soup, so if you are a die hard fan of ramen, but want to make a healthier choice, I would start with that one.",1257379200,3,3
B004BJVLWC,5,Amazing Packaged Ramen,"This is by far my favorite ramen, and when I have some in the house, they're always the first to go.  The last batch I bought from Amazon I started adding some additional toppings to in order to make it more of a meal.  I found that I really liked sliced hotdogs, frozen broccoli, and an egg poached in the center of the noodles for the last two minutes or so.  It was an incredibly filling meal combined with the noodles.<br /><br />A few things people might want to know about the noodles on their own:<br /><br />-The noodles themselves are not the fried white noodles you see in most instant ramen.  They're air dried yellow noodles that cook up with a nice firm chewiness to them.<br /><br />-The soy sauce/oil mixture has a very nice flavor and combines well when it's hot, but the oil starts to separate as it cools, so if you're going to drink the broth, eat quickly.<br /><br />Again, this is my favorite ramen, and well worth the ~$2/each price tag, especially if you add some protein to make it a full meal.  I can only hope Amazon restocks soon, as I've had a craving for these lately only to find them out of stock.",1314489600,4,4
B004BJVLWC,5,Traditional Soy Sauce Ramen!,"Grew up in Japan, what I miss most is the ramen restaurants. It's very hard to find a good ramen restaurant where I live, so only way I can get these great dishes is that I have to prepare myself. This ramen has very firm noodle compared to other cheaper kind, and soy sauce flavor of the soup is almost as good as the ones you can have at ramen restaurants in Japan! Very easy to prepare, only few minutes of boiling, and you can add boiled egg/ham/sea weed/spinach/imitation crab/steak/ground beef/tofu (just a few example), or whatever you'd like! Hope it'll come back in stock again!",1307923200,4,4
B004BJVLWC,5,noodle agogo,"After reading my ""Lucky Peach"" magazine I couldn't wait to get started on my Ramen project. The noodles I needed I received from the amazon store and they were excellent. In fact I need to order more.<br />Thanks",1316822400,3,3
B004BJVLWC,5,Very good shoyu ramen,"For instant ramen, this is wonderful.  All you need to add is toppings of your choice such as charshieu pork, menma (bamboo braised), chopped green onion, boiled egg, chingensai, etc.",1335052800,0,0
B0000GHXSG,4,Top Sauces Out There,"I've tried many different sauces.  Tapatio stands at the top of the pack.  It's not as spicy as Tobasco, but spicy enough without the vinegar taste.  You can use it with lemon on Doritos Chips, and Ramen Noodles.",1303516800,0,0
B0000GHXSQ,4,Top Sauces Out There,"I've tried many different sauces.  Tapatio stands at the top of the pack.  It's not as spicy as Tobasco, but spicy enough without the vinegar taste.  You can use it with lemon on Doritos Chips, and Ramen Noodles.",1303516800,0,0
B00161FT0S,1,Revolting,"I like <a href=""http://www.amazon.com/gp/product/B00161DVFS"">Tony Chachere's More Spice Creole Seasoning - 7 oz.</a> and so gave this a try.  It's has a very salt-like taste due to the KCl (potassium chloride) used instead of NaCl (sodium chloride, real table salt).<br /><br />I used it to flavor some Ramen for a test.  The first taste was more or less like regular salt with a tiny dash of mild pepper.  I noticed an odd aftertaste, which I assumed was due to the salt being KCl instead of NaCl.  Unfortunately, the more I ate, the worse the aftertaste became until I felt like I was licking muck dredged from a Louisiana bayou.<br /><br />I'd recommend tasting this before you buy it, if possible.  Definitely try it on food you won't mind perhaps ruining and be wary of serving food up to guests that has been pre-spiced with this.<br /><br />I was going to throw mine out, but on reflection, I decided it would be fun to ask my friends to try it, ""OMG, this is awful .. here, tell me what you think!""  ^^<br /><br />--<br /><br />Hotness: extremely mild, almost bland (nb. I consider Tobasco to be mild)<br />Salty: very salty, with an unpleasant aftertaste",1341100800,2,2
B000FFPXF2,5,Cannot believe it's vegan!,"This soup is delicious. It has savory taste (almost ham or bacon like) and it is so healthy. I've also tried the McDougall's chicken ramen and tortilla soup and the split pea was much better. I was surprised because I figured ramen would be tastier than a split pea soup. Nope, this is so good and finished the pack of 6 soups very quickly. I will continue to order this soup, best vegetarian, let alone vegan split pea I've ever tried.",1299974400,1,1
B0018CG5BC,5,Aboslutely wonderful for my pitbull,"I ordered this after reading a ton of awesome reviews and in hopes that it may hope with my dog, Kitty, a 65 pound, 2 year-old pit bull's recent issues with her skin. It turns out that her problem was in fact due to corn and other fillers used in lesser quality dog foods (in this case, Purina One). Overall, this product alone made it completely worth the cost to subscribe to Amazon Prime for the extremely fast and cheap shipping, so for less money (as Kitty now requires less food, since she's more full from eating less of the higher quality food and we make sure to only feed her what the vet recommends,) I no longer have to drive to the store and pick up a 40 pound bag of dog food and load it into the back of one of my GTIs. So far, Kitty's been gaining weight and muscle at a pretty decent rate, in my opinion. (Over the past 2 months, she's gone from approximately 59 pounds to 67.5 pounds currently, and is quite fit and happy.) All this, is of course in addition to daily exercise, walks, et cetera, but her temperament lately has also been much better. On the lesser quality dog chow, she used to mope around the house every few days, but lately, she's been very happy, energetic and outgoing. She seems to be much less easily stressed out, which is great for her, as she tend to be a bit anxious, although an absolute sweetheart.<br /><br />Bottom Line: I could not recommend this or any other Canidae Dog Food product highly enough. By word of mouth at work alone, I've converted over ten people since switching at the beginning of the year (2011).",1303603200,3,3
B000FAPM2Q,5,I use it in my famous Big Al's Mushroom Veggie Rice Soup (Recipe Included),"I am a vegetarian living in a carnivores' world.  I frequently have problem buying the veggie foods I like.  When my vegetable bouillon ran out, I was distressed to find that my favorite grocery stores no longer carried them.  I was very happy to find this Seitenbacher Vegetarian Vegetable Broth and Seasoning at amazon.com.  It is a powdered broth; it can be mixed in with any food, solid or liquid, and hence more versatile than bouillon.  I use it in my instant soup bowls, macaroni, Ramen noodles, etc., and most of all, my famous Big Al's mushroom veggie rice soup.  It adds a delicious favor to my food. Yum!  Who says that vegetarians do not eat well?<br /><br />For the recipe of my famous Big Al's mushroom veggie rice soup, please see my comment below.",1258156800,4,4
B000LQNK50,5,Nice change of pace,"I have my kitchen stocked with all kinds of ramen/ramyuns and this is a nice change of pace when I want noodles without the broth. I usually mix the sauce components in the bowl I'm going to be eating out of and add a few tablespoons of the liquid I used to boil the noodles in to it. Just have to add the drained noodles and mix. I only use about three tablespoons of water to get the sauce the consistency I like, but you can add more/less depending on how you like it. This noodle is traditionally eaten with a side of slices of pickled radish (the yellow stuff you might find at your asian grocer). If you don't have pickled radish, you might enjoy it with a side of sliced cucumbers or other fresh vegetable because the sauce might be kind of heavy. I find this sold at my store for $5.99 per pack of five so the price on Amazon is not bad.",1219881600,30,30
B000LQNK50,5,best korean ramen,"It is my favorite noodle<br />It's korean ramen. taste good, and easy to cook.<br /><br />and little cheaper than korean market or korean grocery website<br /><br />and free shiping when I ordered it.",1199664000,24,28
B000LQNK50,3,And now for something different... (and oily),"A longtime fan of Nong Shim's excellent and popular spicy <a href=""http://www.amazon.com/gp/product/B000LQLV7E"">Nong Shim Shin Noodle Ramyun</a> and <a href=""http://www.amazon.com/gp/product/B000LQJT5K"">Nong Shim Kimchi Noodle Ramyun</a>, I was curious to try something different. And different it is. This is the first Nong Shim product I didn't take a liking to right away.<br /><br />Chapagetti is ""chajang"" + ""spaghetti"", chajang myun (noodle) being a Korean interpretation of a Chinese dish. Chajang literally means ""fried sauce"". It's a thick, black, soybean paste that's slightly sweet. For the instant version, Nong Shim replaced the paste with a mix-in powder. Inside the bag are 3 flavoring packs: a packet of sauce powder, an oil packet, and a dehydrated vegetables packet. Preparation is easy. Just add the vegetable pack to the noodles when cooking, drain, then add the other 2 packets and stir well before eating. The instructions say you need to boil the noodles in a pot for several minutes, but just pouring boiling water on the noodles and letting them rehydrate works just as well. I add the vegetable pack after I've drained the noodles so as not to pour it all out accidentally with the water. The residual heat and moisture will reconstitute the ingredients.<br /><br />The first time I tried this, I added everything. It tasted very oily and the powder seemed to be too much compared to the quantity of noodles. The noodle platform is hearty, thick, and elastic, like Nong Shim is well-known for, but I particularly dislike the oil because it made them greasy and runny. Now, I add half a bag of the powder and discard the oil, saving a few calories along the way and cutting down on some sodium. The tangy taste is very similar to <a href=""http://www.amazon.com/gp/product/B001OEH48W"">Myojo Ippei-chan Instant Yakisoba Noodles</a> and other Japanese instant yakisoba because of the same Chinese culinary influence.<br /><br />Chapagetti contains less than 1/2 the sodium of the regular spicy Nong Shim ramen, so as a quick meal, it's not as bad for you. You can also add cooked cabbage and slices of chicken or other meats to bulk up the meal and make it more filling, as well as improve the nutritional value.<br /><br />Verdict: still a good noodle, but it may not be what some shoppers are expecting.",1259798400,12,13
B000LQNK50,5,the best,"This has a very unique taste.  At first you are expecting something like lo mein with a lot of soy sauce (because that is what it looks like), however it is actually a black bean sauce.  I have to say that I am addicted to it though, but the taste does not appeal to everyone.  It is definitely worth a shot if you can find a single package rather than buying 20 on amazon if you might not like it.  That being said, this is my favorite nong shim ramen!",1285286400,7,7
B000LQNK50,5,"sweet, salty, and savory","this is not your typical ramen. there is no broth. just the noodles covered in sweet, salty, and savory black sauce. the color may not seem too appetizing for some people but you have to try this because it just tastes so good!",1299456000,6,6
B000LQNK50,5,"different, but good!","ive never had this ""chapagetti"" before.  it reminds me of an Indonesian dry noodles packaged called ""indome"" ...but better.  the noodles are thicker than ramen.  it comes with 3 different packets, vegetable, oil and wet seasoning.  preparation is very simple.  boil water with the vegetable packet cook to aldente and drain water.  mix in the oil and seasoning and you are done!<br /><br />its a good flavor, with a touch of sweetness.",1282953600,3,3
B000LQNK50,5,If you think it taste bad you are probably not preparing it in the right way,"I bought a 20 pack bundle of this noodle. I make it the way I usually do to a normal instant noodle and hated its taste, but wait! It was not until the last couple packs when I realized THE CORRECT WAY to make these noodles, and they are delicious if you make it the right way.<br /><br />Notice that it is called Chajiang noodle, which means it's not noodle in a soup.The right way to make the noodle is, you put the noodle in a bowl, pour in boiling water and wait. Don't put in the seasoning package yet. When the noodle is ready, pour out the water, and then add the pack of seasoning. The remaining moisture on the noodle will turn the powder into a thick sauce, and you mix well and serve. It's the same way you make Low-Mein if you know what I am talking about.<br /><br />So, this is actually good-tasting noodles if you read the instructions on the package and do it correctly. Sadly, sometimes we are like ""I feed on instant noodles since I was 5 and I know how to make them"", and we don't read the instructions...I hope you can try the method I mentioned above and enjoy it ^-^",1347494400,2,2
B000LQNK50,5,ja ja myun  cha ja myun/g  LOVE IT BABY !!,"Great stuff. Makes me long for the times when I used to wander off base to find the local mom and pop little restaurants off base when I was twice stationed in Korea. Used to get a huge bowl of this with fresh vegetables for about two dollars.<br />I add some cooked meat to it sometimes also to make it more of a meal.<br />If you are lucky enough to have an HMart (large growing Korean grocery chain in the U.S.) near home like me, you can still get some (somewhat) authentic ja ja myun at the vendors there. Or better yet, make it yourself.<br />These instants do when you don't have time though. Great stuff. Mashithhaa !! I love to eat Korean... food  :)<br />They also make the best spicy ramien/ramen ever !!",1286841600,2,2
B000LQNK50,4,Funny instructions,"I liked this.  Nice change from ramen.<br /><br />This is not a soup.  It's noodles in sauce.  Sort of an instant lo mein.<br /><br />I did not find it spicy at all.  But then, I like spicy food, so I might be used to hotter food than the average Joe.<br /><br />The instructions cracked me up.  ""Boil 19-1/2 fluid ounces of water.""  This is just water you boil the noodles in, then drain and discard!",1260576000,2,2
B000LQNK50,5,Great taste!,"Tasty Korean noodle. There must be nothing like this from any other manufacturers. It was even cheaper than other Asian markets. However, if you have not tried this before, I would recommend you to try a single pack first before purchasing a box. This noodle is a bit different taste to the other typical ramyuns (ramens). I would say it is better than the other typical ones.",1214352000,4,5
B000LQNK50,4,What does it taste like?,"In each package of Nong Shim Chapagetti you'll find a round-shaped block of noodles and three packets; some dried vegetables, some gravy granules and some oil.<br /><br />When prepared according to the directions there is no broth,  just thick, dark,  black-bean gravy.<br /><br />So, what does it taste like?  Imagine a deep dark beef gravy mixed with ramen noodles and you'll be close.  It's not spicy at all.  The taste reminds me of eating mashed potatoes and gravy at the local diner.<br /><br />I like it as a change of pace from other packaged ramen noodles.",1321833600,1,1
B000LQNK50,4,Good But A Little Bland,"First, I wanted something other than the usual Ramen noodles so these fit that criteria perfectly.  Preparation is easy and the dish looks great when cooked but I found the taste a bit bland.  There really isn't much taste at all really.  I ended up using rooster sauce or hot oil to spice it up a bit.  I'll continue to experiment and it's certainly not a big issue.  I'm eager to try mixing in some steamed shrimp or vegetables.  I'll probably buy again.",1348704000,0,0
B000LQNK50,5,Delicious.,"This is one of my favorite Korean junk food/quasi meals.  If you're not used to this product, it might be weird to you, but I find it delicious.  You make it like a typical package of ramen at the beginning but you leave out the ""sauce"" packaging.. which kind of looks like finely ground coffee beans.  Then when the noodles are cooked, you drain almost all the water, add the mini oil package and sauce, stir until you have a thick sauce and enjoy.  yum.  I am jazzed that Amazon offers this online, otherwise I'd have to drive so far away to Korea town to get it which is a huge hassle.  Yay for Amazon, yay for Chaps!!  I heart online shopping.",1340582400,0,0
B000LQNK50,5,Pleasantly surprised!,"This is an interesting idea for Korean ramyeon noodles: ramyeon (ramen) noodles served almost like spagetthi.  The flavor is not tomato sauce, but more like a sweet black-bean sauce or something similar.<br /><br />I tried one of these and was skeptical until I actually tasted it.  It doesn't look that appetizing, but holy cow was it good and with no MSG either.  This was a surprise hit for me, and I will definitely purchase again.",1340323200,0,0
B000LQNK50,2,If you like generic brown sauce,"you'll love Nong Shim Chapagetti Chajang Noodle, because this is all you should expect. Anything beyond that be prepared to add all manner of additional seasonings and accompaniments.<br />Extremely bland and unforgettable, as another reviewer indicated it resembles chocolate, so if you want ramen with mole sauce go for it otherwise you should expect more of a kick from Campbell's Noodle soup.",1291420800,1,3
B000LQNK50,3,not traditional chinese chajang mein,"I bought one package just to give this a try.  I love chajang noodles.  I figured nong shim makes my fav instant noodle Neoguri, they probably make a mean chajang instant noodle.  Not the case.  This one lacks a strong black bean taste and is too sweet.  I can see how some may really like this but if you are thinking traditional chinese chajang, this is not it.  I would recommend Kung-Fu brand chajang if you are interested in a good one.  It is labelled as ""soybean paste flavor, oriental style noodles"" box of 30.",1271376000,1,3
